Facility,MP Name,Source Type,Current Use Five Year Average (MGY),Enddate,Latitude,Longitude
Pacific Tomato Growers,POND,Surface Water Intake,0.00,2016,37.01646429,-75.91291666
VERNE ANDERSON,POND 1   6 A. TOBACCO,Surface Water Intake,0.00,2013,36.85388889,-79.48222222
VERNE ANDERSON,POND 2   4 A. TOBACCO,Surface Water Intake,0.00,2013,36.85666667,-79.49
BACONS CASTLE FARM,PRIVATE LAKE,Surface Water Intake,0.00,2016,37.03055556,-76.83472222
I-64 C'Ville East,Well-10035,Well,0.15,2016,38.045539,-78.767117
ROANOKE (CITY) SERVICE AREA,CARVINS COVE WELL #1,Well,15.87,2016,37.3636,-79.9587
ARBUCKLE FARMS,ARBUCKLE FARM DUG POND,Surface Water Intake,243.00,2016,37.849,-75.513
SCOTTSVILLE WTP,TOTIER CREEK RESERVOIR,Surface Water Intake,19.45,2016,37.78194444,-78.50833333
SMALL SYSTEMS,Earlysville Forest Well 9,Well,0.14,2016,38.1583,-78.4701
Camden Farm,POND,Surface Water Intake,0.00,2015,37.576185,-75.846528
DOOMS SERVICE AREA,VESPER VW WELL,Well,54.12,2016,38.12361111,-78.84722222
INGLESIDE PLANTATION NURSERIES,EXETER,Surface Water Intake,0.00,2016,0.1,0
INGLESIDE PLANTATION NURSERIES,CABIN POND,Surface Water Intake,0.09,2016,0.1,0
Casta Line Trout Farm - Middlebrook,Cockran Spring,Surface Water Intake,420.57,2016,99,-99
Brink Concentrator Site System,GLR-37,Well,1.48,2016,0.1,0.1
Brink Concentrator Site System,RF-2,Well,11.86,2016,36.62533,-77.64628
"DAL-NITA HILLS, KESWICK FARMS & TINKERVIEW GRDNS",SPRING,Surface Water Intake,0.00,2014,37.38055556,-79.88472222
POUND WTP,POUND RESERVOIR,Surface Water Intake,27.70,2016,37.125,-82.63333333
Dedman Intake,Shenandoah River,Surface Water Intake,0.58,2016,38.77178,-78.41021
KENWOOD FARMS SERVICE AREA,KENWOOD FARMS WELL 2A,Well,11.26,2015,37.53805556,-77.11694444
KENWOOD FARMS SERVICE AREA,KENWOOD FARMS WELL 1,Well,0.13,2015,37.53611111,-77.1125
MAPPSVILLE PLANT,HOUSING WELL #8,Well,0.01,2016,37.83694444,-75.58305556
Harrisonburg Mens Diversion Center,WELL #1 (OLD),Well,1.76,2016,38.530022,-78.815372
AQUA VIRGINIA INC,Well 1A,Well,0.38,2016,99,-99
Urbanna Harbour,Urbanna Harbour Well,Well,1.30,2016,37.66820861,-76.59584016
CHINCOTEAGUE SERVICE AREA,WELL #5,Well,3.89,2016,37.94055556,-75.45638889
CHINCOTEAGUE SERVICE AREA,WELL #4,Well,19.83,2016,37.9425,-75.45583333
CHINCOTEAGUE SERVICE AREA,WELL #3-A,Well,7.65,2016,37.94055556,-75.45694444
CLINCHPORT SERVICE AREA,Well 1,Well,0.00,2016,36.6727702,-82.75060345
WHITEHOUSE FARMS SERVICE AREA,Well #2,Well,0.78,2016,37.55352883,-77.05715815
KEMPSVILLE GREENS GOLF COURSE,TW2,Well,0.54,2016,36.82222222,-76.14611111
ARBUCKLE FARMS,WALLOPS ROAD FARM DUG POND,Surface Water Intake,266.00,2016,37.8697,-75.5085
Elkington Farm,WEST OLD CASTLE POND,Well,0.00,2016,0.1,0
CELCO PLANT,WELL  #8,Well,248.01,2016,37.3425,-80.76166667
EASTERN SHORE NURSERY OF VA.,DUG POND 3 - Back Pump,Well,23.30,2016,37.6379581,-75.7702564
L & G FARMS,FARM POND 2,Surface Water Intake,0.00,2016,36.62111111,-77.52333333
"Buffalo Run Farms, LLC",MIDDLE RIVER,Surface Water Intake,0.00,2016,38.27518,-78.85619
MIKE ASHWORTH,FARM POND 3,Surface Water Intake,0.00,2016,0.1,0
SHENANDOAH RETREAT,LAURAL LANE WELL,Well,0.00,2016,39.12616637,-77.87206868
Eastville Farm,POND,Surface Water Intake,16.51,2016,37.365347,-75.952646
SHENANDOAH RETREAT,RIVER VIEW WELL #1-NEAR,Well,0.00,2016,39.137617,-77.8544586
BYRON F BLAIR SR,FARM POND,Surface Water Intake,0.00,2016,0.1,0
HAMILTON SERVICE AREA,WELL #4A,Well,5.48,2016,39.13805556,-77.65722222
DAYTON SERVICE AREA,WELL #1,Well,213.98,2016,38.41993943,-78.94570037
LADYSMITH/Alliance Well,ALLIANCE WELL,Well,2.52,2016,38.0125,-77.50055556
LIBRARY OF CONGRESS - PACKARD CAMPUS AUDIO VISUAL CONSERVATION,WELL #3,Well,5.78,2016,38.441678,-77.974955
STANLEY SERVICE AREA,WELL #1,Well,27.49,2016,38.57350451,-78.50548384
LINVILLE PLANT,WELL #4,Well,1.41,2016,38.53805556,-78.83277778
CARROLL COUNTY REGIONAL,DAVIS WELL,Well,3.35,2016,36,-80
THREE SPRINGS SERVICE AREA,BEAR LITHIA SPRING,Surface Water Intake,3.58,2016,38.43576523,-78.61853152
ROANOKE PLANT,WELL #1,Well,0.00,2016,37.31861111,-79.93083333
Page Elmore Farm,Well,Well,0.00,2016,37.575662,-75.793223
CARMEL CHURCH,WELL #3 PETRO,Well,0.00,2012,37.94083333,-77.47083333
VINTON SERVICE AREA,BUSH WELL #3,Well,2.02,2016,37.275,-79.87222222
Hopeton Farm,POND,Surface Water Intake,0.00,2015,37.816772,-75.640813
PIER IX WATER SYSTEM,PW3S WELL,Well,0.10,2016,36.97416667,-76.42222222
PHENIX SERVICE AREA,WELL #1,Well,0.50,2016,37.08444444,-78.71388889
ORANGE (TOWN) WTP,RAPIDAN RIVER,Surface Water Intake,418.48,2016,38.26583333,-78.1575
GREEN MEADOWS,GREEN MEADOWS WELL #1,Well,4.41,2016,38.76416667,-77.79833333
BASS FARMS,Hay Shed Pond,Surface Water Intake,1.58,2016,99,-99
NVCCL Campus Project,Stormwater Retention Pond,Surface Water Intake,0.00,2015,99,-99
SOUTHEAST 4-H EDUCATIONAL CNTR,WELL 191-093,Well,2.29,2016,36.91,-77.03388889
MIDDLEBURG SERVICE AREA,WELL #3,Well,11.41,2016,38.97055556,-77.73527778
BUENA VISTA PLANT,MAURY RIVER,Surface Water Intake,0.00,2016,37.74,-79.36
Dogwood Trace Golf Course (formerly LEE PARK GOLF COURSE),WELL (East Well),Well,7.49,2016,37.19027778,-77.39583333
MERRYVALE FARMS,#3Gilberts Pond,Surface Water Intake,13.01,2016,37.55777778,-76.43805556
MERRYVALE FARMS,#2Middle Pond,Surface Water Intake,0.00,2016,0.1,0
CENTRAL GARAGE SYSTEM,CENTRAL GARAGE WELL #2,Well,0.00,2016,37.74555556,-77.13555556
CASTLE FARM INC,PAMUNKEY RIVER,Surface Water Intake,0.00,2014,37.59555556,-77.07555556
MT. JACKSON PLANT,OLD WELL #3,Well,0.00,2012,38.77250101,-78.62452987
"Stoney Run Farms, Inc.",Shenandoah River,Surface Water Intake,18.00,2016,38.3401,-78.7203
PINECREST GOLF COURSE,WELL,Well,0.00,2016,38.82861111,-77.16472222
Salem WTP,WELL #2,Well,203.61,2016,37.28694444,-80.07833333
Percy D. Miller Water Treatment Plant,NORTH FORK SHENANDOAH RIVER,Surface Water Intake,2454.00,2016,38.98333333,-78.29027778
SKIPPERS PLANT,FONTAINE CREEK,Surface Water Intake,0.00,2016,36.60694444,-77.57694444
"South River Stone, Lynnwood Plant",SF SHENANDOAH RIVER,Surface Water Intake,2.24,2016,38.31972222,-78.7475
HERON RIDGE GOLF COURSE,IRRIGATION LAKE,Surface Water Intake,31.98,2016,36.7325,-76.03111111
EASTERN SHORE NURSERY OF VA.,Dug Pond #1 Airport/Fire Tower,Well,23.44,2016,37.6379581,-75.7702564
MT. JACKSON PLANT,WELL #1,Well,0.07,2012,38.767133,-78.62152007
BULL RUN SERVICE AREA,WELL #7,Well,12.80,2016,38.91833333,-77.65611111
GRAINFIELD FARM,"Pamunkey River - Burnley B1,2",Surface Water Intake,0.31,2016,37.743542,-77.287027
COUNTRYSIDE GOLF COURSE,WELL #8,Well,0.00,2012,37.31861111,-79.98583333
LAWRENCEVILLE QUARRY,PIT SUMP,Surface Water Intake,285.96,2016,36.74861111,-77.74944444
CREWE PLANT,WELL #5 - FEED MILL,Well,0.71,2016,37.26444444,-78.13888889
WOODWARD TURF FARMS,RAPPAHANNOCK R - NORMANS FORD,Surface Water Intake,13.42,2016,38.51111111,-77.80027778
JACK STONE QUARRY,BOOTH RUN,Surface Water Intake,26.52,2016,37.30027778,-77.51277778
"KESWICK ESTATES UTILITIES, LLC",WELL #4,Well,6.37,2016,38.000658,-78.343056
BULL RUN SERVICE AREA,WELL #10,Well,0.05,2016,38.89416667,-77.67222222
WILLIAMSON LANDSCAPE INC,SOUTH ANNA RIVER,Surface Water Intake,0.00,2015,0.1,0
WEST POINT VENEER MILL,WELL #2  LOGS,Well,3.10,2016,37.545,-76.80861111
HOOT OWL HOLLOW FARMS,WEST CREEK POND,Surface Water Intake,0.00,2016,0.1,0
WEST POINT VENEER MILL,WELL #1 BOILER,Well,3.54,2016,37.54555556,-76.81
MARSH RUN MOBILE HOME PARK,RT 17 WELL,Well,25.23,2016,38.55972222,-77.7525
BERRYVILLE GRAPHICS INC,WELL #2,Well,0.59,2016,39.14583333,-77.97416667
LOVETTSVILLE SERVICE AREA,KINGSRIDGE WELL   KR-1,Well,13.74,2016,39.28083333,-77.63916667
HANOVER CO COURTHOUSE COMPLEX,HANOVER COURTHOUSE WELL #2,Well,0.00,2016,37.76444444,-77.36555556
MATTHEWS FARM,WELL #7,Well,0.00,2016,37.77194444,-75.57444444
MATTHEWS FARM,WELL #3,Well,0.00,2016,37.77194444,-75.57805556
MOUNT JACKSON SERVICE AREA,WELL #4,Well,44.20,2016,38.73835,-78.627694
HERMITAGE GOLF COURSE,WELL - SYDNOR MAINTAINED,Well,3.22,2016,37.65166667,-77.78166667
OCCOQUAN FOREST SERVICE AREA,WELL #2,Well,1.55,2016,38.72583333,-77.38861111
Grange Hall School,Well #3,Well,0.26,2013,99,-99
AMHERST (TOWN) WTP,BUFFALO RIVER,Surface Water Intake,122.64,2016,37.60888889,-79.03777778
BAYVILLE GOLF CLUB,WELL #228-396,Well,0.63,2016,36.90194444,-76.11583333
DRUMMOND FARM,WELL #1,Well,0.00,2016,37.87194444,-75.57777778
BYRDLANKFORD FARM,WELL #1,Well,0.00,2016,37.8425,-75.59222222
DRUMMOND FARM,WELL #2,Well,0.00,2016,37.87222222,-75.57972222
Taylor & Fulton Inc.,WELL #4,Well,0.00,2016,37.71166667,-75.60527778
SCHUYLER SERVICE AREA,ROCKFISH RIVER,Surface Water Intake,0.00,2016,37.78833333,-78.71
PRINCESS ANNE COUNTRY CLUB, #9 FAIRWAY,Well,2.43,2016,36.865,-75.98805556
BUENA VISTA PLANT,SPRING,Surface Water Intake,7.61,2016,37.72722222,-79.36
JOHN N MILLS & SONS - 3 FARMS,PAMUNKEY R - FERRY FARM  F2/H&F5,Surface Water Intake,12.00,2016,37.7673557,-77.3310686
TEMPERANCEVILLE PLANT,WELL #5,Well,76.35,2016,37.89166667,-75.56527778
TEMPERANCEVILLE PLANT,WELL #4,Well,92.18,2016,37.88833333,-75.56222222
KIMBALLTON PLANT 1,SPRING,Well,69.95,2016,37.37777778,-80.65972222
Secondary sources (fmr WHALEYVILLE SERVICE AREA),WHALEYVILLE WELL #2  HERMAN CT,Well,0.00,2014,36.59666667,-76.67416667
CRAIGSVILLE SERVICE AREA,Spring,Surface Water Intake,68.56,2016,38.04944444,-79.33361111
TINKER CR-CATAWBA CR DIVERSION,TINKER CREEK,Surface Water Intake,430.31,2016,37.4144,-79.9338
WATERS EDGE,WATER'S EDGE WELL #12,Well,6.54,2016,37.01944444,-79.61388889
Waterfront 2-9,SECTION II WELL #14,Well,0.00,2016,37.09722222,-79.65916667
PRINCESS ANNE COUNTRY CLUB, #15 FAIRWAY,Well,0.35,2016,36.87361111,-75.98777778
Newport News Shipbuilding,INTAKE-OUTFALL 029,Surface Water Intake,0.00,2013,37.00166667,-76.44805556
Newport News Shipbuilding,INTAKE-OUTFALL 021 & 022,Surface Water Intake,230.03,2016,37.00166667,-76.44805556
HAMILTON SERVICE AREA,WELL #6,Well,0.04,2016,39.13583333,-77.68
PORTSMOUTH PLANT,WELL 220-3 (NORTH),Well,0.00,2016,36.86333333,-76.34416667
SUSSEX COUNTY FARMS,WELL 1 FEED MILL,Well,4.06,2016,37.07444444,-77.15194444
ARBUCKLE FARMS,CONQUEST FARM DUG POND,Surface Water Intake,253.00,2016,37.8555,-75.535
Brink Concentrator Site System,LP-5,Well,4.78,2016,36.62798,-77.63298
CONCORD CONCENTRATOR SITE,CONCORD CONCENTRATOR WELL,Well,6.21,2016,36.5346,-77.3448
CONCORD CONCENTRATOR SITE,REYNOLDS POND,Surface Water Intake,0.00,2013,36.89416667,-77.54888889
CONCORD CONCENTRATOR SITE,CONCORD WELL FIELD WS-6,Well,4.13,2016,36.5235,-77.3443
CONCORD CONCENTRATOR SITE,CONCORD WELL FIELD WS-21,Well,5.02,2016,36.5248,-77.3441
CONCORD CONCENTRATOR SITE,CONCORD WELL FIELD WS-2,Well,2.67,2016,36.5252,-77.3445
CONCORD CONCENTRATOR SITE,CONCORD WELL FIELD WS-17B,Well,4.13,2016,36.5242,-77.344
SUSSEX COUNTY FARMS,FARM 19 WELL 19-2,Well,0.00,2016,36.98388889,-77.19027778
ISLE OF WIGHT FARMS,FARM 5 WELL 5A,Well,1.88,2016,36.97027778,-76.84722222
SUSSEX COUNTY FARMS,FARM 15 WELL 15B,Well,2.38,2016,36.90027778,-77.08694444
SURRY COUNTY FARM,FARM 10 WELL 10B,Well,0.00,2016,37.11277778,-77.03305556
BUNDICK FARM,DUG POND #1,Well,13.52,2016,37.57694444,-75.83
MACHIPONGO FARM,WELL #6,Well,0.00,2016,37.402115,-75.886646
BOWEN FARM,WELL #1,Well,6.38,2016,37.53305556,-75.79388889
BOWEN FARM,WELL #2,Well,7.32,2016,37.53277778,-75.79305556
SOUTHAMPTON CORRECTIONAL CENTR,WELL #8,Well,13.75,2016,36.70861111,-77.25638889
SURRY COUNTY FARM,FARM 21 WELL 21-2,Well,0.00,2016,37.10833333,-77.04083333
CULPEPER SERVICE AREAS,WESTOVER WELL,Well,0.62,2016,38.47416667,-78.0925
CHRISTIAN/AMES FARM,CAMP WELL 3915795,Well,0.00,2016,37.6,-75.80944444
CHRISTIAN/AMES FARM,CAMP WELL 3901108,Well,0.00,2016,37.6,-75.81555556
CHRISTIAN/AMES FARM,CAMP WELL 3805561,Well,0.00,2016,37.60027778,-75.81111111
CHRISTIAN/AMES FARM,LABOR CAMP PETES HOUSE WELL ,Well,0.04,2016,37.600372,-75.810346
CHRISTIAN/AMES FARM,CAMP WELL AF2-10,Well,0.03,2016,37.598687,-75.811139
CHRISTIAN/AMES FARM,CAMP WELL AF1-6,Well,0.14,2016,37.59956,-75.81514
WHITESTONE SERVICE AREA,WELL #2,Well,11.91,2015,37.64777778,-76.39777778
BLUE RIDGE HGHTS SERVICE AREA,WELL #6,Well,7.10,2016,99,-99
SHAWNEE LAND UTILITIES CO,SHAWNEELAND WELL #4,Well,1.50,2016,39.21443202,-78.33350801
WINCHESTER PLANT,WELL #5,Well,16.00,2016,39.22722202,-78.24298494
APPLE TREE VILLAGE S3/STEEPLEC,WELL #8,Well,0.00,2016,37.35361111,-79.89472222
HERITAGE HOMES OF VA INC,ACSAH ACRES      WELL #1,Well,0.06,2016,38.335,-78.16722222
HERITAGE HOMES OF VA INC,ACSAH ACRES      WELL #4,Well,0.96,2016,38.33722222,-78.16916667
WAYNESBORO PLANT,WELL #5,Well,0.00,2016,38.06416667,-78.88444444
Pelham Manor,Stunkle Well (Well 1),Well,0.31,2016,38.50205,-78.04048
Wolftrap Woods Subd,Well 1,Well,0.42,2016,38.15745,-78.13843
Overlook - 4,Well 4,Well,0.32,2016,38.46188,-78.04491
Mountain View #2,Well Upper,Well,0.44,2016,38.50361,-77.99578
RAINBOW FOREST SERVICE AREA,WELL #4,Well,4.63,2016,37.35777778,-79.86027778
STRATFORD PLACE SERVICE AREA,WELL #2,Well,3.08,2016,37.37194444,-79.82194444
Springwood Subdivision,Well 1,Well,0.32,2016,38.43862,-78.07021
FRANKLIN ACRES SERVICE AREA,WELL #1,Well,2.89,2016,37.1625,-79.82166667
MASSANUTTEN SERVICE AREA,WELL #30,Well,4.88,2016,38.41494169,-78.74797593
HERITAGE HOMES OF VA INC,ACSAH ACRES      WELL #2,Well,0.04,2016,38.33722222,-78.16916667
LAKE WILDERNESS SERVICE AREA,WELL #2,Well,3.09,2016,0.1,0
CHRISTIAN/AMES FARM,CHRISTIAN AMES FARM WELL  #5,Well,0.00,2016,37.607017,-75.806917
Hazel River Subdivision,Well 1,Well,0.53,2016,38.60031,-78.05705
FRANKLIN ACRES SERVICE AREA,WELL #2,Well,0.22,2016,37.16305556,-79.82138889
SYDNOR - FOUNDER'S BRIDGE,PRIMARY,Well,0.00,2016,,
SYDNOR - small well systems,ESSEX HOUSE,Well,0.00,2016,0.1,0
SYDNOR - small well systems,BRANDI WINE  WELL #1,Well,0.00,2012,37.50777778,-77.17777778
SYDNOR - small well systems,BRANDI WINE  WELL #3,Well,0.00,2012,37.50416667,-77.17722222
PINE RIDGE MOBILE HOME COMM,WELL #2B,Well,7.69,2016,37.21638889,-77.25444444
SYDNOR - small well systems,GWYNN'S ISLAND,Well,0.00,2016,0.1,0
SYDNOR - small well systems,FLATROCK VILLAGE SHOPPING CNTR,Well,0.00,2012,0.1,0
SYDNOR - ST CATHERINE'S,ST CATHERINES IRRIGATION #1,Well,0.19,2016,37.57222222,-77.52138889
SYDNOR - small well systems,MATHEWS CO HIGH SCHOOL,Well,0.00,2016,37.45027778,-76.32555556
SYDNOR - small well systems,SCOTS LANDING  WELL #1B,Well,0.00,2016,37.69,-77.26055556
SYDNOR - small well systems,SCOTS LANDING  WELL #1,Well,0.00,2016,37.69,-77.26055556
CHEASPEAKE WTP,WESTERN BRANCH WELL #1,Well,381.06,2016,36.77444444,-76.45833333
PORT TOBACCO,JAMES RIVER,Surface Water Intake,1.00,2016,37.335,-77.26027778
Independence Golf Club,Powhatan Well,Well,11.10,2016,37.542322,-77.681708
LILLY GARDENS SANITARY DIST,LILLY GARDEN WELL #4,Well,0.00,2016,38.46302903,-79.0158326
SHAWNEE LAND UTILITIES CO,SHAWNEELAND WELL #3,Well,3.62,2016,39.21444941,-78.3331308
SKIFFES CREEK READY MIX PLT,WELL #1,Well,0.00,2016,37.19305556,-76.57972222
RIDGEWAY PLANT,WELL #2,Well,0.32,2016,36.62722222,-79.85277778
PHENIX SERVICE AREA,COMBINED WELL #2,Well,2.14,2016,37.08444444,-78.71472222
CITY OF NORFOLK NURSERY,Well 4,Well,0.00,2016,36.60869444,-76.19416667
CITY OF NORFOLK NURSERY,Well 3,Well,0.00,2016,36.61005556,-76.19780556
SYDNOR - ST CATHERINE'S,ST CATHERINES IRRIGATION #2,Well,0.09,2016,37.57222222,-77.52138889
SYDNOR - small well systems,GLOUCESTER - PETSWORTH ELEM,Well,0.00,2016,0.1,0
Greenhost Incorporated, WELL No. 1 - Front,Well,9.70,2016,38.255917,-77.305083
Emergency Source (fmr HOLLAND SERVICE AREA),WELL #2 BALLFIELD,Well,0.00,2012,36.68166667,-76.78555556
WOODWAY SERVICE AREA,Well,Well,0.00,2016,,
SYDNOR - small well systems,TILMANS FARM  WELL#1,Well,0.00,2016,37.60388889,-77.9125
TROUTVILLE SERVICE AREA,WELL #3,Well,8.72,2016,37.415,-79.86972222
QUEENFIELD FARM,PAMUNKEY RIVER - QF4,Surface Water Intake,0.00,2016,37.69027778,-77.1975
ROGER L & LINDA F MARTIN,NF SHENANDOAH RIVER    HOME,Surface Water Intake,2.30,2016,38.6625,-78.68194444
FIVE LAKES (BRANDYWINE),Well 3,Well,2.78,2016,37.50449,-77.17702
YAROS FARMS INC,Yaros Farm Black Farm,Surface Water Intake,18.20,2016,99,-99
City of Suffolk Main System,LONE STAR LAKES,Surface Water Intake,381.61,2016,36.86361111,-76.57138889
Broaddus Farms,MATTAPONI RIVER - POCKETS,Surface Water Intake,23.06,2016,37.867969,-77.153584
"Christians Creek Holsteins, inc",CHRISTIANS CREEK  60 ACRES,Surface Water Intake,1.00,2016,38.03008,-79.10717
GLASGOW PLANT OF MOHAWK iNDUSTRIES,WELL #2,Well,47.94,2016,37.64083333,-79.44388889
BIG ROCK NO.  8 PREP PLANT,LEVISA RIVER,Surface Water Intake,182.21,2016,37.35444444,-82.19472222
Lake Kilby Water Treatment Facility,PORTSMOUTH WELL #5,Well,2.60,2016,36.7325,-76.60833333
WAYNE T HEATH FARMS INC,DUG POND    WARREN FARM,Well,0.00,2016,0.1,0
SKIPPERS PLANT,JAKE'S POND,Surface Water Intake,0.00,2016,36.60888889,-77.57833333
HAMPDEN SYDNEY COLLEGE,WELL #6,Well,2.26,2016,37.23777778,-78.46694444
ROYAL STONE PLANT,LITTLE TUCKAHOE CREEK TRIB,Surface Water Intake,107.65,2016,37.69305556,-77.64305556
LAWRENCEVILLE QUARRY,WELLS #1#2 #3 #4,Well,0.00,2016,36.75333333,-77.75194444
white oak estates,Well #2,Well,10.86,2016,37.39406,-79.82906
WESTMORELAND STATE PARK,WELL #4,Well,2.17,2016,38.16888889,-76.86888889
J EDGAR ADAMS,SNOW CREEK,Surface Water Intake,0.00,2016,0.1,0
DOOMS SERVICE AREA,CRIMORA MINES WELL,Well,7.00,2016,38.1398101,-78.81508741
RIVERSIDE FARM,PAMUNKEY RIVER - S2 (formerly S4 but now combined with S2B&C),Surface Water Intake,16.40,2016,0.1,0
Walkerton Service Area,WELL 149-06,Well,1.91,2016,37.72722222,-77.02166667
RIVERSIDE FARM,PAMUNKEY RIVER - CLOP,Surface Water Intake,23.84,2016,37.70805556,-77.23416667
CHESTERFIELD BERRY FARM,FARM POND #1,Surface Water Intake,1.48,2016,37.375,-77.875
SHORT HILL FARM INC,Buffalo Creek,Surface Water Intake,0.00,2016,37.9870278,-79.4978196
VINTON SERVICE AREA,BUSH WELL #1,Well,7.28,2016,37.27666667,-79.87194444
Broaddus Farms,MARACOSSIC CREEK - POYNERS,Surface Water Intake,22.53,2016,38.002112,-77.261812
VINTON SERVICE AREA,STONEBRIDGE WELL,Well,9.08,2016,37.28666667,-79.85638889
MONTPELIER PLANT,SOUTH ANNA RIVER,Surface Water Intake,0.00,2016,37.77666667,-77.71277778
Mayhew Farm,Broad Run #1,Surface Water Intake,21.60,2016,99,-99
Foundation Seed Farm,FARM POND #2 (SMALL),Surface Water Intake,13.59,2016,38.09007048,-76.72420425
LUNGA RESERVOIR INTAKE,LUNGA RESERVOIR,Surface Water Intake,0.00,2016,38.52222222,-77.46388889
WISE COUNTY REGIONAL WTP,CLINCH RIVER (WTP & Power Plant),Surface Water Intake,494.86,2016,36.89083333,-82.37611111
MILLBORO SERVICE AREA,BIG SPRING,Surface Water Intake,33.52,2016,37.94527778,-79.60833333
THOMAS WHEATON,HAT CREEK,Surface Water Intake,10.44,2016,37.75722222,-78.97083333
MANAKIN FARMS SERVICE AREA,WELL #12,Well,6.06,2016,0.1,0
Fort A. P. Hill Water System,WILCOX 25K  PWAT13,Well,0.00,2016,38.1025,-77.29083333
Fort A. P. Hill Water System,PENDER CAMP WELL PWAT09,Well,0.49,2016,38.21305556,-77.3025
Fort A. P. Hill Water System,LODGE WELL #2 PWAT44,Well,1.58,2016,38.14944444,-77.33111111
SUSTAINABILITY PARK,JAMES RIVER,Surface Water Intake,1.98,2016,37.359444,-77.306111
GEORGE T BRYANT JR,TRIB TO THE DAN RIVER,Surface Water Intake,0.00,2016,36.57111111,-80.40416667
HAMILTON SERVICE AREA,WELL #12,Well,4.16,2016,39.12944444,-77.67638889
LOUISA-MINERAL SERVICE AREA,NORTHEAST CREEK RESERVOIR,Surface Water Intake,97.57,2016,37.97888889,-77.93888889
RICHMOND (CITY) WTP,JAMES RIVER AND KANAWA CANAL,Surface Water Intake,23438.85,2016,37.55611111,-77.51833333
Newport News Shipbuilding,INTAKE-OUTFALL 041,Surface Water Intake,1315.76,2016,36.99722222,-76.45138889
RAPIDAN R TO HUNTING RUN RESER,RAPIDAN R TO HUNTING RUN RES,Surface Water Intake,25.35,2016,38.35861111,-77.63583333
FRANKLIN (CITY) SERVICE AREA,WELL #6 PRETLOW IND PARK,Well,94.09,2016,36.65888889,-76.92694444
FRANKLIN (CITY) SERVICE AREA,WELL #4,Well,0.04,2016,36.67083333,-76.93833333
IBM CONTAMINATON WELLS,WELL D-47,Well,16.85,2016,38.74944444,-77.50194444
BRYCE MOUNTAIN SERVICE AREA,WELL P-4/8 COMBINED,Well,7.72,2016,38.8275014,-78.75998608
NEW MARKET SERVICE AREA,WELL #1,Well,45.86,2016,38.649053,-78.692811
BRYCE MOUNTAIN SERVICE AREA,NEW WELL P-7 NATIONAL FOREST,Well,30.07,2016,38.8329972,-78.79615954
James River Wildlife Management Area,JAMES RIVER WMA,Surface Water Intake,7.07,2016,37.66472222,-78.71833333
MARINERS LANDING GC & CC,SMITH MOUNTAIN LAKE,Surface Water Intake,3.41,2016,37.08638889,-79.57194444
Indian Creek Golf Course,Irrigation Pond,Surface Water Intake,8.50,2016,37.69,-76.34
WAVERLY SERVICE AREA,WELL #1,Well,7.15,2016,37.03472222,-77.095
NARUNA,WELL #3,Well,6.41,2016,37.13416667,-79.02305556
IBM CONTAMINATON WELLS,WELL OF-34,Well,20.54,2016,38.74944444,-77.50194444
NEW MARKET SERVICE AREA,WELL #6,Well,18.41,2016,38.647539,-78.698771
NEW MARKET SERVICE AREA,WELL #2,Well,0.00,2016,38.648754,-78.696477
CHEASPEAKE WTP,WESTERN BRANCH WELL #3,Well,11.37,2016,36.77555556,-76.45861111
CHEASPEAKE WTP,MAIN'S CREEK WELL #234-057,Well,0.00,2016,36.75444444,-76.27833333
Town of Warsaw,"WELL #4, 179-059",Well,39.05,2016,37.96138889,-76.77027778
MOUNT STIRLING,COLLINS RUN IRRIGATION INTAKE,Surface Water Intake,0.00,2016,37.4175,-77.03416667
DRIFTWOOD BEACH SERVICE AREA,WELL #11B      HILL,Well,0.94,2016,38.17694444,-76.88527778
RED HILL QUARRY,LOWER QUARRY PIT,Well,16.41,2016,37.95777778,-78.59638889
DUNGADIN HEIGHTS SERVICE AREA,WELL #4,Well,0.84,2016,38.883917,-78.233539
Westwood Potato and Grain Farm,FARM POND,Surface Water Intake,0.00,2016,37.602,-77.168
FRANKLIN PARK,WELL#1 Franklin Park,Well,0.78,2016,39.10555556,-77.61138889
Riverside Shore Rehabilitation Center,Well #2,Well,0.00,2016,37.75832222,-75.62343333
MINERAL SERVICE AREA,WELL #4,Well,18.61,2016,38.02111111,-77.88833333
BUCKLAND WATER & SANITATION ASSETS CORPORATION,VINT HILL WELL #3,Well,10.98,2016,38.72388889,-77.70333333
BUCKLAND WATER & SANITATION ASSETS CORPORATION,VINT HILL WELL #1,Well,4.96,2016,38.72388889,-77.70333333
NATURAL BRIDGE SERVICE AREA,NATURAL BRIDGE WELL,Well,16.26,2016,37.62102421,-79.48341173
RADFORD AMMUNITIONS WTP 2,NEW RIVER (BLDG 4330),Surface Water Intake,0.00,2015,37.19361111,-80.56916667
STAFFORD PLT,WELL #1,Well,1.57,2016,38.41916667,-77.41861111
DULLES INTERNATIONAL AIRPORT,SOUTH PLANT WELL #1,Well,0.00,2016,38.925,-77.45361111
MARSHALL SERVICE AREA,OWENS WELL #2,Well,4.16,2014,38.88194444,-77.85666667
OCCOQUAN FOREST SERVICE AREA,WELL #5,Well,4.01,2016,38.72222222,-77.38777778
BULL RUN SERVICE AREA,WELL #12,Well,0.77,2016,38.9075,-77.67083333
STERLING PLANT,WELL #1,Well,0.81,2016,38.98472222,-77.45138889
